,name,course_interest,date,financial_support_self,geo_flex,result,self_development
749,Lea Normington,Business,26/07/2019,Yes,Yes,Pass,Yes
750,Cornelia Artist,Business,18/07/2019,Yes,Yes,Pass,Yes
751,Vincenty Roubay,Engineering,11/07/2019,Yes,Yes,Pass,Yes
752,Phineas Filshin,Engineering,12/07/2019,Yes,Yes,Pass,Yes
753,Wilona Crean,Engineering,26/07/2019,No,Yes,Fail,No
754,Carlynne Keal,Data,26/07/2019,Yes,Yes,Pass,Yes
755,Westbrook Paynton,Engineering,12/07/2019,Yes,Yes,Pass,Yes
756,Corby Mccambridge,Business,06/07/2019,Yes,Yes,Pass,Yes
757,Melamie Keers,Business,11/07/2019,Yes,Yes,Pass,Yes
758,Marillin Rosendall,Engineering,05/07/2019,Yes,Yes,Pass,Yes
759,Keen Bentham3,Data,19/07/2019,Yes,Yes,Pass,Yes
760,Homere Stentiford,Engineering,25//07/2019,Yes,Yes,Pass,Yes
761,Muhammad Linn,Data,18/07/2019,Yes,Yes,Pass,Yes
762,Barbette Sorton,Engineering,27/07/2019,Yes,Yes,Pass,Yes
763,Bax Sweetman,Engineering,26/07/2019,Yes,Yes,Pass,Yes
764,Ambrosi Carnow,Business,04/07/2019,Yes,No,Fail,Yes
765,Kellen Bentick,Data,25/07/2019,Yes,Yes,Pass,Yes
766,Fleming Taillard,Business,20/07/2019,Yes,Yes,Pass,Yes
767,Elicia Broggio,Data,18/07/2019,Yes,Yes,Fail,No
768,Paxton Mcginlay,Business,25/07/2019,Yes,No,Fail,Yes
769,Abbott Yea,Data,12/07/2019,Yes,Yes,Pass,Yes
770,Doy Tams,Data,11/07/2019,No,Yes,Fail,Yes
771,Jon Raikes,Engineering,04/07/2019,Yes,Yes,Pass,Yes
772,Myrvyn Sutherns,Business,06/07/2019,Yes,Yes,Fail,Yes
773,Adler Wingatt,Business,18/07/2019,Yes,Yes,Pass,Yes
774,Dermot Gunthorp,Business,20/07/2019,Yes,Yes,Fail,No
775,Gavan Soltan,Engineering,05/07/2019,No,Yes,Fail,Yes
776,Gavan Soltan,Engineering,05/07/2019,No,Yes,Fail,Yes
777,Jamima Sturgess,Business,26/07/2019,Yes,Yes,Fail,Yes
778,Athene Bozworth,Business,06/07/2019,Yes,Yes,Pass,Yes
779,Opaline Gammon,Data,12/07/2019,Yes,Yes,Pass,Yes
780,Cari Bradlaugh,Business,27/07/2019,Yes,Yes,Pass,Yes
781,Daren Houson,Business,13/07/2019,No,Yes,Fail,Yes
782,Melony Tristram,Engineering,19/07/2019,No,Yes,Fail,Yes
783,Ashbey Seakes,Business,18/07/2019,No,Yes,Fail,Yes
784,Philly Jerrim,Business,25/07/2019,Yes,Yes,Pass,Yes
785,Sandi Gurton,Data,25/07/2019,Yes,Yes,Pass,Yes
786,Hilliard Brockett,Data,05//07/2019,Yes,Yes,Pass,Yes
787,Berkie Brusby,Business,06/07/2019,Yes,Yes,Pass,Yes
788,Bidget Macarthur,Business,12/07/2019,Yes,Yes,Pass,Yes
789,Julie Condliffe,Data,04/07/2019,Yes,Yes,Pass,Yes
790,Andris Bradley,Engineering,12/07/2019,Yes,Yes,Pass,Yes
791,Al Hugonet,Engineering,04/07/2019,Yes,Yes,Pass,Yes
792,Maryanna Seeney,Data,11/07/2019,Yes,Yes,Fail,Yes
793,Cassaundra Yuill,Business,19/07/2019,Yes,Yes,Fail,Yes
794,Baily Camidge,Engineering,20/07/2019,Yes,Yes,Pass,Yes
795,Padgett Crennan,Data,12/07/2019,No,No,Fail,Yes
796,Gabrila Chasier,Business,20/07/2019,Yes,Yes,Pass,Yes
797,Kimmi Edgecumbe,Business,12/07/2019,Yes,Yes,Pass,Yes
798,Levy Standage,Data,25/07/2019,Yes,Yes,Pass,Yes
799,Muffin Jandel,Data,20/07/2019,Yes,Yes,Pass,Yes
800,Calida Behr,Engineering,18/07/2019,Yes,Yes,Pass,Yes
801,Jeannette Willans,Engineering,26/07/2019,Yes,Yes,Pass,Yes
802,Mora Joutapavicius,Business,18/07/2019,Yes,No,Fail,Yes
803,Tadeas Bidmead,Data,18/07/2019,Yes,Yes,Pass,Yes
804,Matthiew Tumbridge,Data,04/07/2019,Yes,Yes,Pass,Yes
805,Orton Borer,Data,12/07/2019,No,Yes,Fail,Yes
806,Tirrell Tabart,Data,26/07/2019,Yes,Yes,Pass,Yes
807,Leeanne Allsepp,Data,06/07/2019,Yes,Yes,Pass,Yes
808,Evangelin Gorges,Engineering,11//07/2019,No,Yes,Fail,Yes
809,Clywd Musgrove,Data,18/07/2019,Yes,Yes,Pass,Yes
810,Lanni Otton,Data,25/07/2019,Yes,Yes,Pass,Yes
811,Yankee Reihm,Data,05/07/2019,Yes,Yes,Pass,Yes
812,Alikee Sawood,Business,12/07/2019,Yes,Yes,Pass,Yes
813,Roland Skeene,Engineering,26/07/2019,Yes,Yes,Fail,Yes
814,Chrissy Sate,Business,20/07/2019,Yes,Yes,Pass,Yes
815,Eric Spritt,Business,20/07/2019,Yes,Yes,Pass,Yes
816,Farica Harding,Data,19/07/2019,Yes,Yes,Pass,Yes
817,Kore Amburgy,Engineering,06/07/2019,Yes,Yes,Pass,Yes
818,Juli Ruler,Business,12/07/2019,Yes,Yes,Pass,Yes
819,Gery Beckenham,Engineering,06/07/2019,Yes,Yes,Pass,Yes
820,Jacquelynn Banasiak,Business,12/07/2019,No,No,Fail,Yes
821,Krystalle Deeney,Engineering,20/07/2019,Yes,No,Fail,Yes
822,Gerianne Christoforou,Engineering,13//07/2019,Yes,Yes,Pass,Yes
823,Louella Cuppitt,Business,05/07/2019,Yes,Yes,Pass,Yes
824,Clarke Whitelock,Data,06/07/2019,Yes,No,Fail,No
825,Farrel Bertl,Data,04/07/2019,Yes,Yes,Fail,No
826,Chadd Ellen,Data,05/07/2019,Yes,Yes,Pass,Yes
827,Sean Dillaway,Data,11/07/2019,No,Yes,Fail,Yes
828,Adah Fost,Data,13/07/2019,Yes,Yes,Pass,Yes
829,Abram Sueter,Data,26/07/2019,Yes,No,Fail,Yes
830,Darn Kirkby,Engineering,18/07/2019,Yes,Yes,Pass,Yes
831,Darn Kirkby,Engineering,18/07/2019,Yes,Yes,Pass,Yes
832,Jessamyn Reightley,Data,19/07/2019,Yes,No,Fail,Yes
833,Rockwell Gutteridge,Engineering,27/07/2019,Yes,Yes,Pass,Yes
834,Serge Muehle,Data,19/07/2019,Yes,Yes,Pass,Yes
835,Sydney Burchmore,Data,19/07/2019,Yes,Yes,Pass,Yes
836,Gisela Schachter,Engineering,11/07/2019,Yes,Yes,Pass,Yes
837,Abram Goldster,Data,04/07/2019,Yes,Yes,Pass,Yes
838,Yvor Shepstone,Data,18/07/2019,Yes,Yes,Fail,Yes
839,Cosimo Labram,Engineering,12/07/2019,Yes,Yes,Pass,Yes
840,Maible Antic,Data,18/07/2019,Yes,Yes,Pass,Yes
841,Carlo Beekman,Data,18/07/2019,Yes,Yes,Fail,Yes
842,Cordie Bolduc,Engineering,26/07/2019,Yes,Yes,Pass,Yes
843,Bourke Belsey,Data,19/07/2019,Yes,Yes,Fail,No
844,Phedra Berriball,Data,11/07/2019,No,Yes,Fail,Yes
845,Silvester Ondra,Business,12/07/2019,No,Yes,Fail,Yes
846,Clyve Bradden,Business,05/07/2019,No,Yes,Fail,Yes
847,Winna Lemmertz,Business,12/07/2019,Yes,Yes,Pass,Yes
848,Fremont Vicary,Engineering,26/07/2019,Yes,No,Fail,Yes
849,Byrom Sawday,Business,11//07/2019,Yes,Yes,Pass,Yes
850,Kat Sutherland,Data,18/07/2019,No,Yes,Fail,Yes
851,Corby Torel,Business,20/07/2019,No,Yes,Fail,Yes
852,Corby Torel,Business,20/07/2019,No,Yes,Fail,Yes
853,Leland Wither,Engineering,18/07/2019,Yes,Yes,Pass,Yes
854,Clio Lafflina,Business,26/07/2019,Yes,No,Fail,Yes
855,Farlee Petren,Business,20/07/2019,Yes,Yes,Pass,Yes
856,Elisabeth Ebbutt,Data,04/07/2019,Yes,Yes,Pass,Yes
857,Benedikt Cohani,Data,06/07/2019,Yes,Yes,Pass,Yes
858,Joanna Eggerton,Business,11/07/2019,Yes,Yes,Pass,Yes
859,Candi Camillo,Engineering,19/07/2019,Yes,Yes,Fail,No
860,Augustin Tabrett,Engineering,05/07/2019,No,Yes,Fail,Yes
861,Ervin Acosta,Data,26/07/2019,No,No,Fail,Yes
862,Nanni Caldera,Data,05/07/2019,No,No,Fail,Yes
863,Joachim Guslon,Data,05/07/2019,Yes,Yes,Pass,Yes
864,Dean Duchant,Business,27/07/2019,Yes,Yes,Fail,No
865,Hartwell Jewess,Data,04/07/2019,Yes,Yes,Pass,Yes
866,Allx Macdearmaid,Data,25/07/2019,Yes,Yes,Pass,Yes
867,Derrek Scarce,Business,27/07/2019,Yes,Yes,Pass,Yes
868,Aguie Prati,Engineering,26/07/2019,Yes,No,Fail,Yes
869,Shayne De Domenico,Engineering,11/07/2019,Yes,Yes,Fail,No
870,Brandise Moston,Business,18/07/2019,Yes,Yes,Pass,Yes
871,Petronilla Ziemens,Engineering,11/07/2019,Yes,Yes,Pass,Yes
872,Jarrod Driffe,Data,25/07/2019,Yes,No,Fail,Yes
873,Celestina Aysik,Engineering,04/07/2019,Yes,Yes,Pass,Yes
874,Nikolaus Gullefant,Business,11/07/2019,Yes,Yes,Pass,Yes
875,Palmer Snaddin,Data,13/07/2019,Yes,Yes,Pass,Yes
876,Daniele Iskowicz,Engineering,18/07/2019,Yes,Yes,Pass,Yes
877,Brandy Iannazzi,Data,04/07/2019,Yes,Yes,Pass,Yes
878,Jerome Kasting,Data,19/07/2019,Yes,Yes,Pass,Yes
879,Auberon Werny,Business,11/07/2019,Yes,Yes,Pass,Yes
880,Eimile Sanper,Data,27/07/2019,No,Yes,Fail,Yes
881,Wallas Hacket,Data,06/07/2019,Yes,No,Fail,Yes
882,Devlen Froome,Business,19/07/2019,No,Yes,Fail,Yes
883,Amalia Orris,Business,06/07/2019,Yes,Yes,Pass,Yes
884,Kendra Twort,Engineering,26/07/2019,Yes,Yes,Pass,Yes
885,Wilden Claisse,Engineering,18/07/2019,Yes,Yes,Pass,Yes
886,Dulsea Westfalen,Data,27/07/2019,Yes,Yes,Fail,No
887,Kendell Ruppele,Engineering,06/07/2019,Yes,No,Fail,Yes
888,Kendell Ruppele,Engineering,06/07/2019,Yes,No,Fail,Yes
889,Judd Abrahm,Business,25/07/2019,Yes,Yes,Fail,Yes
890,Letizia Persence,Engineering,20/07/2019,No,Yes,Fail,Yes
891,Forster Clines,Data,11/07/2019,Yes,Yes,Pass,Yes
892,Carly Assandri,Data,27/07/2019,Yes,Yes,Pass,Yes
893,Tremain Barosch,Business,27/07/2019,Yes,Yes,Pass,Yes
894,Kyla Jankovsky,Engineering,20/07/2019,Yes,No,Fail,Yes
895,Kyla Jankovsky,Engineering,20/07/2019,Yes,No,Fail,Yes
896,Dixie Macrae,Engineering,05/07/2019,Yes,Yes,Fail,No
897,Lewiss Sabban,Data,05/07/2019,Yes,Yes,Pass,Yes
898,Kat Rigard,Data,25/07/2019,Yes,No,Fail,No
899,Belia Losseljong,Business,27/07/2019,Yes,Yes,Fail,No
900,Peggy Hariot,Data,06/07/2019,No,Yes,Fail,Yes
901,Selby Floyd,Data,04/07/2019,Yes,Yes,Pass,Yes
902,Prentice Van Der Hoeven,Business,11/07/2019,Yes,Yes,Pass,Yes
903,Amos Debill,Data,25/07/2019,Yes,Yes,Pass,Yes
904,Samson Mosen,Business,26/07/2019,Yes,Yes,Pass,Yes
905,Quint Pontain,Business,06/07/2019,Yes,Yes,Pass,Yes
906,Tana Cullinane,Business,12/07/2019,Yes,Yes,Pass,Yes
907,Costanza Pyke,Engineering,25/07/2019,Yes,Yes,Pass,Yes
908,Kenton Kilgrove,Data,04/07/2019,Yes,Yes,Pass,Yes
909,Darda Di Giacomo,Engineering,06/07/2019,No,Yes,Fail,Yes
910,Othilia Hucker,Engineering,25/07/2019,Yes,Yes,Pass,Yes
911,Lavinie Marshman,Business,18/07/2019,Yes,Yes,Pass,Yes
912,Silvain Kuhwald,Data,25/07/2019,Yes,Yes,Pass,Yes
913,Audra Boodell,Engineering,20/07/2019,Yes,Yes,Pass,Yes
914,Wilt Gotliffe,Business,06/07/2019,Yes,Yes,Pass,Yes
915,Rosene Yearnsley,Business,27/07/2019,Yes,No,Fail,Yes
916,Larry Claridge,Engineering,18/07/2019,Yes,Yes,Pass,Yes
917,Hattie Dullard,Engineering,05/07/2019,Yes,Yes,Pass,Yes
918,Dacy Pococke,Engineering,13/07/2019,No,Yes,Fail,Yes
919,Kingsly Lowdwell,Data,20/07/2019,Yes,No,Fail,Yes
920,Cleon Kemson,Engineering,20/07/2019,Yes,Yes,Pass,Yes
921,Seymour Rodda,Engineering,06/07/2019,No,Yes,Fail,Yes
922,Linc Hallex,Engineering,20/07/2019,Yes,Yes,Pass,Yes
923,Tobe Markovic,Data,05//12/2019,Yes,Yes,Fail,No
924,Candy Berends,Business,10/12/2019,Yes,Yes,Pass,Yes
925,Charmian Martinuzzi,Data,17/12/2019,Yes,Yes,Fail,No
926,Mirabelle Shakeshaft,Engineering,18/12/2019,Yes,Yes,Pass,Yes
927,Benita Downgate,Engineering,05/12/2019,Yes,Yes,Pass,Yes
928,Adolpho Litterick,Engineering,10/12/2019,No,Yes,Fail,Yes
929,Rockey Courtes,Business,10/12/2019,No,No,Fail,Yes
930,Berry Gammel,Business,11/12/2019,Yes,No,Fail,Yes
931,Moritz Mosedall,Engineering,11/12/2019,Yes,Yes,Pass,Yes
932,Trefor Kalinowsky,Data,04/12/2019,Yes,Yes,Pass,Yes
933,Gertruda Syddie,Engineering,12/12/2019,Yes,Yes,Pass,Yes
934,Hersch Holburn,Business,18/12/2019,Yes,Yes,Pass,Yes
935,Alayne Farrans,Data,19/12/2019,Yes,Yes,Pass,Yes
936,Adina Seton,Engineering,18/12/2019,Yes,Yes,Fail,Yes
937,Leighton Iddy,Engineering,04/12/2019,Yes,Yes,Fail,No
938,Nerti Welfair,Business,11//12/2019,Yes,Yes,Fail,No
939,Olly Lannen,Business,19/12/2019,Yes,Yes,Pass,Yes
940,Ringo Goosey,Data,03/12/2019,Yes,No,Fail,Yes
941,Sandro Pratchett,Business,11/12/2019,Yes,Yes,Pass,Yes
942,Reba Cosser,Business,19/12/2019,Yes,Yes,Pass,Yes
943,Olia Lincoln,Engineering,11/12/2019,Yes,Yes,Pass,Yes
944,Nady Smallpiece,Engineering,18/12/2019,No,Yes,Fail,Yes
945,Ali Bonds,Business,03/12/2019,No,Yes,Fail,Yes
946,Dniren Barlas,Data,12/12/2019,Yes,Yes,Pass,Yes
947,Leif Forsyth,Business,19/12/2019,Yes,Yes,Pass,Yes
948,Salmon Glenfield,Business,10/12/2019,No,Yes,Fail,Yes
949,Jacquetta Pill,Data,05/12/2019,Yes,Yes,Fail,No
950,Caril Bayly,Business,11/12/2019,Yes,Yes,Pass,Yes
951,Jordain Rochester,Data,04/12/2019,No,Yes,Fail,Yes
952,Clementia Beasleigh,Business,04/12/2019,Yes,Yes,Pass,Yes
953,Vidovic Niblett,Engineering,19/12/2019,No,No,Fail,Yes
954,Christian Tunny,Engineering,04/12/2019,Yes,Yes,Pass,Yes
955,Eba Tarbath,Data,17/12/2019,Yes,No,Fail,Yes
956,Barton Moar,Business,03/12/2019,Yes,Yes,Pass,Yes
957,Jo Ann Beeke,Business,12/12/2019,No,Yes,Fail,No
958,Terencio Mulles,Data,05/12/2019,Yes,Yes,Pass,Yes
959,Mart Haggerstone,Data,12/12/2019,Yes,Yes,Pass,Yes
960,Norean Caston,Business,18/12/2019,Yes,Yes,Pass,Yes
961,Tiphanie Selway,Business,18/12/2019,Yes,Yes,Fail,No
962,Deeyn Klimkin,Business,05/12/2019,Yes,No,Fail,Yes
963,Charlotte Laxe,Engineering,11/12/2019,Yes,Yes,Pass,Yes
964,Trenna Mccurt,Engineering,04/12/2019,No,No,Fail,Yes
965,Cori Docwra,Business,11/12/2019,Yes,Yes,Fail,No
966,Bessy Turpie,Data,11/12/2019,Yes,No,Fail,Yes
967,Whit Brisse,Business,19/12/2019,Yes,Yes,Pass,Yes
968,Bernhard Birchall,Data,04/12/2019,Yes,Yes,Pass,Yes
969,Jena Livings,Business,10/12/2019,No,Yes,Fail,Yes
970,Kaitlyn Chagg,Data,10/12/2019,Yes,Yes,Pass,Yes
971,Beilul Crannach,Engineering,03/12/2019,Yes,Yes,Pass,Yes
972,El Shepstone,Data,11/12/2019,Yes,Yes,Pass,Yes
973,Patrice Milhench,Business,12/12/2019,Yes,Yes,Pass,Yes
974,Trudey Brockman,Data,19/12/2019,Yes,Yes,Fail,Yes
975,Nahum Riddock,Business,11/12/2019,Yes,Yes,Pass,Yes
976,Felicle Kops,Business,04/12/2019,Yes,Yes,Pass,Yes
977,Berni Torra,Data,11/12/2019,Yes,Yes,Pass,Yes
978,Steffane Laity,Data,10/12/2019,Yes,Yes,Pass,Yes
979,Nobe Guerrazzi,Business,17/12/2019,Yes,Yes,Pass,Yes
980,Solly Reek,Engineering,12/12/2019,No,Yes,Fail,Yes
981,Harrie Chatin,Business,10/12/2019,Yes,Yes,Pass,Yes
982,Horten Koomar,Engineering,11/12/2019,Yes,Yes,Pass,Yes
983,Brandon Lotherington,Data,03/12/2019,Yes,Yes,Pass,Yes
984,Allie Sheber,Business,05/12/2019,Yes,Yes,Pass,Yes
985,Gunilla Lucken,Data,19/12/2019,Yes,No,Fail,Yes
986,Yorgos O'Rourke,Data,19/12/2019,Yes,Yes,Pass,Yes
987,Finn Maasze,Data,03/12/2019,Yes,Yes,Pass,Yes
988,Bambi Earthfield,Business,10/12/2019,Yes,Yes,Pass,Yes
989,Fair Ivashintsov,Data,19/12/2019,Yes,Yes,Pass,Yes
990,Alexine Mcglue,Data,03/12/2019,Yes,Yes,Pass,Yes
991,Lethia Crow,Business,19/12/2019,Yes,Yes,Pass,Yes
992,Candy Vann,Data,18/12/2019,Yes,Yes,Fail,Yes
993,Fawne Keen,Engineering,12/12/2019,Yes,Yes,Pass,Yes
994,Kenton Elvish,Data,05/12/2019,Yes,Yes,Pass,Yes
995,Eyde Boughton,Engineering,19/12/2019,Yes,Yes,Fail,Yes
996,Allina Buttfield,Engineering,11/12/2019,Yes,No,Fail,Yes
997,Winona Strotton,Business,18/12/2019,Yes,Yes,Pass,Yes
998,Thom Derwin,Engineering,19/12/2019,Yes,Yes,Pass,Yes
999,Jacquelynn Savin,Business,12/12/2019,Yes,Yes,Pass,Yes
1000,Uriel Lamplough,Business,19/12/2019,Yes,Yes,Fail,No
1001,Gerda Yuille,Business,17/12/2019,Yes,Yes,Pass,Yes
1002,Gustavo Barok,Engineering,04/12/2019,Yes,Yes,Pass,Yes
1003,Matthew Tumilson,Data,12/12/2019,Yes,Yes,Pass,Yes
1004,Mari Lotterington,Business,11/12/2019,Yes,Yes,Pass,Yes
1005,Wernher Thaxter,Data,03/12/2019,Yes,Yes,Fail,No
1006,Bridgette Antos,Data,12/12/2019,No,No,Fail,No
1007,Flore Masden,Engineering,05/12/2019,Yes,Yes,Pass,Yes
1008,Berkly Fishleigh,Engineering,17/12/2019,Yes,No,Fail,Yes
1009,Christopher Pinner,Data,03/12/2019,Yes,Yes,Pass,Yes
1010,Eddie Mara,Business,11/12/2019,No,Yes,Fail,Yes
1011,Sherwood Sandercock,Data,17/12/2019,Yes,Yes,Pass,Yes
1012,Natal Sabin,Engineering,03/12/2019,Yes,Yes,Pass,Yes
1013,Blondelle Jaan,Engineering,17/12/2019,Yes,No,Fail,No
1014,Harri Heinschke,Engineering,18/12/2019,Yes,No,Fail,Yes
1015,Alethea Rangell,Data,04/12/2019,No,Yes,Fail,No
1016,Danila Leamon,Data,04/12/2019,Yes,No,Fail,Yes
1017,Lawton Hiddsley,Data,17/12/2019,No,Yes,Fail,No
1018,Flem Cary,Data,03/12/2019,No,Yes,Fail,Yes
1019,Flem Cary,Data,03/12/2019,No,Yes,Fail,Yes
1020,Ulberto Stroton,Data,10/12/2019,Yes,Yes,Pass,Yes
1021,Lurleen Moro,Business,18/12/2019,Yes,Yes,Fail,Yes
1022,Leena Joselevitch,Engineering,03/12/2019,Yes,Yes,Pass,Yes
1023,Willi Dibnah,Business,11/12/2019,Yes,Yes,Pass,Yes
1024,Dannye Fraczek,Data,18/12/2019,Yes,Yes,Pass,Yes
1025,Domenic Coulter,Business,11/12/2019,Yes,Yes,Pass,Yes
1026,Berni Bonham,Engineering,03/12/2019,No,Yes,Fail,Yes
1027,Reinold Jenicek,Business,10/12/2019,Yes,Yes,Fail,Yes
1028,Gipsy Seres,Data,17/12/2019,Yes,Yes,Pass,Yes
1029,Erica Soughton,Business,19/12/2019,Yes,Yes,Pass,Yes
1030,Rube Beals,Engineering,17/12/2019,Yes,Yes,Fail,Yes
1031,Johnna Tarbin,Data,11/12/2019,No,Yes,Fail,Yes
1032,Ives Weddell,Business,17/12/2019,Yes,Yes,Pass,Yes
1033,Guido Allans,Engineering,10/12/2019,Yes,Yes,Pass,Yes
1034,Maxie Yerborn,Data,05/12/2019,Yes,Yes,Pass,Yes
1035,Clark Kovacs,Engineering,05/12/2019,Yes,Yes,Pass,Yes
1036,Prudence Harrill,Business,19/12/2019,No,Yes,Fail,No
1037,Rochette Bellfield,Engineering,18/12/2019,Yes,Yes,Pass,Yes
1038,Orella Goshawke,Business,10/12/2019,Yes,Yes,Pass,Yes
1039,Tabbie Enzley,Data,03/12/2019,Yes,Yes,Pass,Yes
1040,Chet Bean,Data,12/12/2019,Yes,Yes,Pass,Yes
1041,Blisse Vinick,Data,05/12/2019,Yes,Yes,Fail,No
1042,Godfry Sephton,Engineering,19/12/2019,Yes,Yes,Pass,Yes
1043,Vera Broadfoot,Engineering,17/12/2019,Yes,Yes,Pass,Yes
1044,Riobard Collcott,Data,11/12/2019,Yes,Yes,Fail,Yes
1045,Kathryn Sture,Data,12/12/2019,Yes,Yes,Pass,Yes
1046,Essy Haggus,Engineering,04/12/2019,Yes,Yes,Fail,Yes
1047,Amalia Sheppard,Business,11/12/2019,Yes,Yes,Pass,Yes
1048,Mose Trase,Data,04/12/2019,Yes,Yes,Pass,Yes
1049,Felita Jzhakov,Business,10/12/2019,Yes,Yes,Pass,Yes
1050,Cris Van Schafflaer,Business,18/12/2019,Yes,Yes,Pass,Yes
1051,Shanna Juniper,Engineering,04/12/2019,Yes,Yes,Fail,No
1052,Gerrie Domenget,Engineering,12/12/2019,Yes,Yes,Pass,Yes
1053,Esmaria Rapp,Data,19/12/2019,Yes,Yes,Pass,Yes
1054,Clifford Randle,Data,19/12/2019,Yes,Yes,Pass,Yes
1055,Cirilo Croy,Business,18/12/2019,Yes,Yes,Fail,Yes
1056,Lazare Nellies,Engineering,03/12/2019,Yes,Yes,Pass,Yes
1057,Genovera Mattek,Data,12/12/2019,Yes,Yes,Pass,Yes
1058,Sherlocke Lerner,Engineering,03/12/2019,Yes,Yes,Fail,No
1059,Dawn Petlyura,Data,12/12/2019,Yes,Yes,Pass,Yes
1060,Daryn Dugmore,Engineering,04/12/2019,Yes,Yes,Pass,Yes
1061,Brew Botterell,Data,17/12/2019,Yes,Yes,Pass,Yes
1062,Filide Roony,Data,10/12/2019,Yes,Yes,Pass,Yes
1063,Dottie Le Prevost,Business,19/12/2019,Yes,Yes,Pass,Yes
1064,Charley Fredi,Data,10/12/2019,Yes,Yes,Pass,Yes
1065,Eryn Licence,Engineering,12/12/2019,No,Yes,Fail,Yes
1066,Ronda Aggis,Business,03/12/2019,Yes,Yes,Pass,Yes
1067,Gussy Stoving,Engineering,03/12/2019,Yes,Yes,Pass,Yes
1068,Celesta Binion,Data,17/12/2019,Yes,Yes,Pass,Yes
1069,Lora Kiebes,Business,18/12/2019,Yes,Yes,Pass,Yes
1070,Rene Stennings,Engineering,11/12/2019,Yes,Yes,Pass,Yes
1071,Maison Purse,Engineering,17/12/2019,No,Yes,Fail,Yes
1072,Piper Hawson,Engineering,11/12/2019,Yes,Yes,Fail,No
1073,Doretta Langdon,Engineering,11/12/2019,Yes,Yes,Pass,Yes
1074,Melly Ible,Engineering,10/12/2019,Yes,Yes,Pass,Yes
1075,Jordan Cristoforetti,Engineering,12/12/2019,No,Yes,Fail,Yes
1076,Arden Tolossi,Engineering,19/12/2019,Yes,Yes,Fail,Yes
1077,Granville Slad,Business,04/12/2019,Yes,Yes,Fail,Yes
1078,Lee Ambrogioli,Business,17/12/2019,Yes,Yes,Pass,Yes
1079,Free Simmgen,Data,11/12/2019,Yes,No,Fail,No
1080,Michael Ettles,Engineering,04/12/2019,Yes,Yes,Fail,Yes
1081,Wallie Chittenden,Engineering,10/12/2019,Yes,Yes,Pass,Yes
1082,Hendrick Skellon,Data,18/12/2019,Yes,Yes,Pass,Yes
1083,Augustine Sultana,Engineering,05/12/2019,Yes,Yes,Pass,Yes
1084,Stephan Middle,Data,04/12/2019,Yes,Yes,Pass,Yes
1085,Scotti Bromfield,Data,10/12/2019,Yes,Yes,Pass,Yes
1086,Chaim Inseal,Engineering,12/12/2019,Yes,Yes,Pass,Yes
1087,Beverlie Newhouse,Business,18/12/2019,Yes,Yes,Pass,Yes
1088,Edna Dilston,Business,17/12/2019,Yes,Yes,Pass,Yes
1089,Elisa Gowman,Data,10/12/2019,Yes,Yes,Pass,Yes
1090,Amil Coysh,Business,05/12/2019,No,No,Fail,Yes
1091,Gusta Klagges,Data,18/12/2019,Yes,Yes,Pass,Yes
1092,Milly Hugnin,Engineering,11/12/2019,Yes,Yes,Pass,Yes
1093,Ferd Walkden,Business,03/12/2019,Yes,No,Fail,Yes
1094,Elissa Knowles,Data,11/12/2019,Yes,Yes,Pass,Yes
1095,Eleanor Denington,Engineering,05/12/2019,Yes,Yes,Pass,Yes
1096,Marve Boatswain,Data,18/12/2019,No,Yes,Fail,Yes
1097,Rafaelita D'Ambrogi,Business,17/12/2019,Yes,Yes,Pass,Yes
1098,Gianina Wandless,Data,05/12/2019,Yes,Yes,Pass,Yes
1099,Louella Parradye,Data,18/12/2019,Yes,Yes,Pass,Yes
1100,Wynn Blei,Business,18//12/2019,Yes,Yes,Pass,Yes
1101,Gib Krol,Data,04/12/2019,Yes,Yes,Pass,Yes
1102,Vachel Mc Meekin,Engineering,28/02/2019,Yes,Yes,Fail,Yes
1103,Cameron Gleaves,Business,13/02/2019,No,Yes,Fail,Yes
1104,Hakeem Ivermee,Business,19/02/2019,Yes,Yes,Pass,Yes
1105,Ian Giorgietto,Engineering,28/02/2019,No,Yes,Fail,Yes
1106,Kalina Gentile,Business,06/02/2019,Yes,Yes,Pass,Yes
1107,Wash Richardes,Business,12/02/2019,Yes,Yes,Pass,Yes
1108,Morgana Mcaw,Business,27/02/2019,Yes,No,Fail,Yes
1109,Jehanna Verrechia,Engineering,20/02/2019,Yes,Yes,Pass,Yes
1110,Redd Jurges,Engineering,12/02/2019,Yes,Yes,Pass,Yes
1111,Kean Ploughwright,Business,06/02/2019,No,Yes,Fail,Yes
1112,Rolland Dinkin,Business,07/02/2019,No,Yes,Fail,Yes
1113,Nicolai Nussey,Business,14/02/2019,Yes,Yes,Pass,Yes
1114,Naomi Shortt,Engineering,13/02/2019,Yes,Yes,Pass,Yes
1115,Tommy Evans,Business,12/02/2019,Yes,Yes,Pass,Yes
1116,Vikki Godsal,Engineering,20/02/2019,Yes,Yes,Pass,Yes
1117,Adelbert Oakwell,Engineering,27/02/2019,Yes,Yes,Pass,Yes
1118,Stephanus Kenwood,Data,12/02/2019,Yes,Yes,Pass,Yes
1119,Magda Mckirton,Engineering,05/02/2019,Yes,Yes,Pass,Yes
1120,Ferdinand Whyberd,Business,20/02/2019,Yes,Yes,Fail,No
